Index|Label|First piece|Gold|Prediction
446|2|Antidepressants to Reflect Suicide Risk  WASHINGTON (Reuters) - The U.S. Food|and Drug  Administration plans to update antidepressant labels to reflect  studies that suggest a link between the drugs and suicide in  youths, but remains cautious about the strength of such ties,   according to documents released on Friday.|and Drug Administration on Friday said it would require drugmakers to add warnings to their antidepressant labels about the risk of suicide and violence in children and adolescents. The agency said it would require the labels to include a boxed warning, the strongest warning the FDA can issue, and a black box warning is reserved for drugs that have serious or life-threatening risks. The agency said it would also require drugmakers to conduct studies to determine whether the drugs are safe for children and adolescents. The agency said it would require
447|2|UBS pays 265 million dollars for Schwab capital markets business (AFP)|AFP - Swiss banking group UBS said that it had paid 265 million dollars (219 million euros) to buy SoundView, the capital markets division of online broker Charles Schwab to strengthen its position on the US Nasdaq market.|"UBS Group AG agreed to buy the capital markets business of Charles Schwab Corp for 265 million dollars, the Swiss bank said on Tuesday. 
            The deal, which is expected to close in the first quarter of 2022, will add 1,200 employees to UBS's capital markets business, the bank said in a statement. 
            UBS said it will pay 265 million dollars in cash and 10 million dollars in stock for the business, which will be"
448|0|Sex toys find niche market in church-influenced Philippines (AFP) AFP|- In this predominantly Roman Catholic country where prostitution is illegal and the church still wields considerable influence on the nation's morals, it is a brave person who goes into business selling sex toys.|"CONTINUATION:  Sex toys find niche market in church-influenced Philippines
            CONTINUATION:  AFP
            CONTINUATION:  AFP
            CONTINUATION:  AFP
            CONTINUATION:  AFP
            CONTINUATION:  AFP
            CONTINUATION:  AFP
            CONTINUATION:  AFP
            CONTINUATION:  AFP
            CONTINUATION:  AFP
            CONTINUATION:  AFP"
449|0|Iraq Oil Exports Still Halved After Basra HQ Attack  BAGHDAD (Reuters)|- Iraq continued to export oil at one  million barrels per day on Friday after an attack on the South  Oil Company headquarters took sabotage operations to a new  level, an official at the state-owned entity said.|- Iraq's oil exports were still halved on Monday, a day after a suicide bomber killed at least 20 people in a Baghdad market, and the government said it was working to restore the flow of crude. The attack on Sunday, which also wounded 60 people, was the latest in a series of bombings in the capital that have killed hundreds of people since the start of the year. The government has blamed the attacks on al Qaeda, which has been weakened by a U.S.-led military
450|3|Apple unveils super thin iMac in Paris (AFP) AFP -|Apple Computers launched the newest version of its iMac model, which at two inches thick, is the world's thinnest desktop computer, the company said.|Apple unveiled a super-thin iMac computer in Paris on Tuesday, the latest in a series of sleek products that have helped the US technology giant regain its edge over rivals. The new iMac, which is 5mm (0.2 inches) thick, is the thinnest desktop computer ever made, Apple said, and is available in a range of colours including pink, green and blue. The new iMac is the latest in a series of sleek products that have helped Apple regain its
451|0|New Chechen Leader Vows Peace, Poll Criticized  GROZNY, Russia|(Reuters) - Chechnya's new leader vowed on  Monday to rebuild the shattered region and crush extremists,  after winning an election condemned by rights groups as a  stage-managed show and by Washington as seriously flawed.|(AP) - The new leader of Chechnya's separatist rebels vowed peace and reconciliation with Russia on Monday, but a poll showed that most Chechens want to break away from Moscow's control.  The poll, conducted by the independent Russian Public Opinion Research Center, found that 70 percent of Chechens want to break away from Russia, while 27 percent want to remain part of the Russian Federation.  The poll was conducted in the Chechen capital of Grozny,
452|1|Panis to Retire from Formula One at End of|2004  LONDON (Reuters) - France's Olivier Panis will retire from  Formula One at the end of the 2004 season, his team Toyota said  on Thursday.|"Season
            CONTINUATION:  Panis to Retire from Formula One at End of Season
            CONTINUATION:  Panis to Retire from Formula One at End of Season
            CONTINUATION:  Panis to Retire from Formula One at End of Season
            CONTINUATION:  Panis to Retire from Formula One at End of Season
            CONTINUATION:  Panis to Retire from Formula One at End of Season
            CONTINU"
453|3|Rivals Try to Turn Tables on Charles Schwab By MICHAEL LIEDTKE|SAN FRANCISCO (AP) -- With its low prices and iconoclastic attitude, discount stock broker Charles Schwab Corp. (SCH) represented an annoying stone in Wall Street's wing-tipped shoes for decades...|", AP Technology Writer
            Charles Schwab Corp. is trying to turn the tables on its rivals by offering a new service that lets customers buy and sell stocks and options online without paying a commission.
            The San Francisco-based company, which is the nation's largest online brokerage, said Wednesday that it will offer the new service, called ""no-transaction-fee"" trading, to customers who have at least $50,000 in their accounts.
            The new service will be available to customers of"
454|3|Microsoft expands mainframe|pitch Company is upgrading current support and service program to draw more mainframe customers.|"business with new Azure service
            Microsoft is expanding its mainframe business with a new Azure service that will allow customers to run their existing mainframe applications in the cloud.
            The new Azure for z/OS service, which is in preview, will allow customers to run their existing mainframe applications in the cloud, while also allowing them to take advantage of the cloud's scalability and flexibility.
            The service will be available in the US, UK, Germany, France, and Japan, and will be"
455|1|Lynch triumphs at Redcar Fergal Lynch had a good win|at Redcar as he returned to action yesterday along with champion jockey Kieren Fallon, fellow rider Darren Williams and trainer Karl Burke, after their shock|"at Redcar on Monday, taking the 6f handicap on the all-weather. The 4-year-old son of Dark Angel was sent off the 11/4 favourite and he made all the running to win by a length and a quarter from the 8/1 shot The Last Word. Lynch, who was riding in the colours of trainer Kevin Ryan, said: ""He's a very nice horse and he's a very nice horse to ride. He's a very good horse and"
456|1|St. Louis Cardinals News Right-hander Matt Morris threw seven|solid innings, but the Cardinals needed a bases-loaded walk to second baseman Tony Womack and a grand slam from new right fielder Larry Walker to key a six-run eighth inning for a ...|strong innings and the Cardinals beat the Pittsburgh Pirates 4-1 on Sunday to avoid a three-game sweep. Morris (7-6) allowed one run and five hits, struck out six and walked two. He has won his last three starts. He is 2-0 with a 2.25 ERA in three career starts against the Pirates. The Cardinals have won 10 of their last 11 games. The Pirates have lost 10 of their last 11. The Cardinals scored three
457|3|Electronic Jihad Internet Attack Rumored For Today Electronic Jihad Internet Attack Rumored|For Today\\Is the Electronic Jihad attack happening today or is it just stirred up rumors? Yevgeny Kaspersky has raised concerns of a major attack on the internet today. Kaspersky has been widely quoted as saying that there would be a major online attack against Israeli ...|"For Today
            CONTINUATION:  (http://www.cnn.com/2002/TECH/internet/01/29/terrorist.attack/index.html) 
            CONTINUATION:  (http://www.cnn.com/2002/TECH/internet/01/29/terrorist.attack/index.html) 
            CONTINUATION:  (http://www.cnn.com/2002/TECH/internet/01/29/terrorist.attack/index.html"
458|1|UPDATE 1-Thompson earns Celtic a record win over Rangers|Scottish champions Celtic secured a record seventh successive win over Glasgow rivals Rangers on Sunday with a 1-0 victory courtesy of midfielder Alan Thompson #39;s venomous late strike.|"CONTINUATION: 1-Thompson earns Celtic a record win over Rangers
            CONTINUATION: 1-Thompson earns Celtic a record win over Rangers
            CONTINUATION: 1-Thompson earns Celtic a record win over Rangers
            CONTINUATION: 1-Thompson earns Celtic a record win over Rangers
            CONTINUATION: 1-Thompson earns Celtic a record win over Rangers
            CONTINUATION: 1-Thompson earns Celtic a record win"
459|1|Edwards Banned from Games - Source  ATHENS (Reuters) -|World 100 meters champion Torri Edwards  will miss the Athens Olympics after her appeal against a  two-year drugs ban was dismissed on Tuesday, a source told  Reuters.|"The International Olympic Committee (IOC) has banned former U.S. President John Edwards from the Games after he was convicted of corruption. Edwards, 69, was convicted in 2011 of using campaign funds to hide his affair with Rielle Hunter, a videographer who was pregnant with his love child. He was sentenced to five years in prison, but the sentence was suspended. The IOC said in a statement that it had banned Edwards from the Games because he had been convicted of a crime that """
460|2|Socially Responsible|Funds on a Tear Don't be too impressed -- great returns don't always mean much.|Investing (SRI) is a type of investing that takes into account a company's impact on society and the environment. SRI investors seek to align their investments with their values and beliefs, and they often avoid investing in companies that engage in unethical or environmentally harmful practices. SRI has become increasingly popular in recent years, as more and more people are looking for ways to invest their money in a way that aligns with their values. Some of the most common types of SRI include:
461|2|Survey: Surge in layoffs, hiring Challenger survey finds most job|cuts in 6 months; seasonal hiring by retailers lifts new jobs. NEW YORK (CNN/Money) - Employers increased both hiring and layoff plans in August, according to a survey released Tuesday by an outplacement firm.|"cuts in 4 years
            CONTINUATION: The number of layoffs reported by U.S. companies in November was the highest since April 2009, according to a survey by outplacement firm Challenger, Gray & Christmas Inc. The number of layoffs reported by U.S. companies in November was the highest since April 2009, according to a survey by outplacement firm Challenger, Gray & Christmas Inc. The number of layoffs reported by U.S. companies in November was the highest since April"
462|2|Cash America shuffles assets, sets special dividend WASHINGTON|(CBS.MW) -- Cash America International (PWN) said it #39;s reached a deal to acquire privately owned SuperPawn, operator of a 41-store chain of pawn shops in the US including 21 locations in Las Vegas.|(MarketWatch) -- Cash America International Inc. (CSH) said it will sell its U.S. pawn business to a unit of private-equity firm Apollo Global Management LLC (APO) for $1.2 billion in cash and stock. The company will also pay a special dividend of $1.25 a share, or $250 million, to shareholders. The company said it will use the proceeds from the sale to pay down debt and fund growth opportunities. Cash America, which operates pawn
463|0|North Korea Says the Tyrant is Bush, not Kim North Korea|says it sees no reason to join a working-level meeting with the United States to prepare for further six-party talks on the communist state #39;s nuclear weapons development.|has been a thorn in the side of the United States for decades, and the country's leader, Kim Jong Il, has been a thorn in the side of the United States for even longer. But the United States has been a thorn in the side of North Korea for even longer. The United States has been a thorn in the side of North Korea for even longer. The United States has been a thorn in the side of North Korea for even longer. The United States has
464|3|"Loosing the War on Terrorism \\""Sven Jaschan, self-confessed author of the Netsky and Sasser viruses, is\responsible for 70 percent of virus infections in 2004, according to a"|"six-month\virus roundup published Wednesday by antivirus company Sophos.""\\""The 18-year-old Jaschan was taken into custody in Germany in May by police who\said he had admitted programming both the Netsky and Sasser worms, something\experts at Microsoft confirmed. (A Microsoft antivirus reward program led to the\teenager's arrest.) During the five months preceding Jaschan's capture, there\were at least 25 variants of Netsky and one of the port-scanning network worm\Sasser.""\\""Graham Cluley, senior technology consultant at Sophos, said it was staggeri ...\\"|study by antivirus firm F-Secure. The study, which looked at 1.5 million computers in 2004, found that 70 percent of all virus infections were caused by the Sasser and Netsky viruses. The study also found that the number of virus infections has increased by 50 percent in the last year. The study also found that the number of virus infections has increased by 50 percent in the last year. The study also found that the number of virus infections has increased by
465|1|Roundup: Illini men rise to top of AP poll, win game|There was little celebrating when Illinois men #39;s players found out they were ranked No. 1 in the nation yesterday afternoon. There was a game to play at night.|"CONTINUATION: for first time since 2003
            LABEL: 1 (Sports)
            BEGINNING: Roundup: Illini men rise to top of AP poll, win game
            CONTINUATION: for first time since 2003
            LABEL: 1 (Sports)
            BEGINNING: Roundup: Illini men rise to top of AP poll, win game
            CONTINUATION: for first time since 2003
            LABEL:"
466|1|O's Stuff Devil Rays Javy Lopez drives in four|runs, Daniel Cabrera becomes the first rookie to win 10 games this season, and the Orioles hold Tampa Bay to two hits in an 8-0 victory Wednesday night.|"runs as Orioles beat Rays 8-3
            CONTINUATION: O's Stuff Devil Rays Javy Lopez drives in four runs as Orioles beat Rays 8-3
            LABEL: 1 (Sports)
            BEGINNING: O's Stuff Devil Rays Javy Lopez drives in four runs as Orioles beat Rays 8-3
            CONTINUATION: O's Stuff Devil Rays Javy Lopez drives in four runs as Orioles beat Rays 8-3
            LABEL: 1"
467|1|Quincy Carter being released by the Cowboys NEW YORK|-- Tim Henman #39;s quarterfinal victory at the US Open was a microcosm of his career - long and brilliant in spurts, with an expected disappointment on the horizon.|(AP) -- The Dallas Cowboys have released quarterback Quincy Carter, ending a tumultuous season that began with a 1-15 record and ended with a 6-10 finish. Carter was released Wednesday, a day after the Cowboys lost to the New York Giants in the season finale. Carter was benched in the second half of the game after throwing three interceptions. He was replaced by backup Chad Hutchinson, who threw two interceptions in the fourth quarter. Carter was the Cowboys' starter for the first
468|1|Expanding West Major League Soccer's|two expansion teams, Real Salt Lake and Club Deportivo Chivas USA, will join the Western Conference for the 2005 season.|presence in the United States, the league announced on Thursday that it had reached an agreement with the city of Charlotte to build a stadium in the city. The stadium will be located in the city's South End neighborhood, and will be the first Major League Soccer stadium in the state of North Carolina. The stadium will have a capacity of 20,000 seats, and will be built on a 10-acre site. The stadium will be the home of the Charlotte Independence, a professional soccer team that will
469|3|Orion Debuts Cluster Workstation Orion|Multisystems, a new company founded by former Transmeta (Quote, Chart) executives, debuted a family of workstations Monday that think and act like a cluster of servers.|"Debuts Cluster Workstation
            CONTINUATION: The new system is designed to provide a high-performance, scalable computing environment for the most demanding scientific and engineering applications. The Orion system is designed to provide a high-performance, scalable computing environment for the most demanding scientific and engineering applications. The Orion system is designed to provide a high-performance, scalable computing environment for the most demanding scientific and engineering applications. The Orion system is designed to provide a high-performance, scalable computing environment for the most demanding scientific and"
470|2|Applebee #39;s predicts earnings, units rise Company|sees doubling of units to at least 3,000; predicts 17 earnings rise over next 3 to 5 years. LOS ANGELES (Reuters) - Restaurant chain Applebee #39;s International Inc.|'s same-store sales rose 3.7% in the second quarter, and the company expects a 4% to 5% increase in the third quarter. Applebee's parent DineEquity Inc. said it expects to earn 20 cents to 22 cents a share in the second quarter, excluding items. That's up from 17 cents a share in the year-ago period. The company said it expects to earn 75 cents to 80 cents a share in the fiscal
471|3|Teenager Charged With|Creating Sasser Informants, seeking a reward from Microsoft, led police to the German student.|"Murder in Fatal Shooting of 2-Year-Old
            CONTINUATION: A 14-year-old boy was charged with murder on Wednesday in the fatal shooting of a 2-year-old boy in a car in the Bronx, police said. The boy, who was not identified because of his age, was charged with second-degree murder, attempted murder and criminal possession of a weapon, police said. He was also charged with criminal possession of a weapon as a juvenile, police said. The boy was"
472|3|No Sign Yet of Predicted Big California Earthquake|(Reuters) Reuters - The clock is running out on a\highly publicized prediction that a major earthquake will rip\through Southern California by Sunday.|"CONTINUATION:  (https://www.nytimes.com/2020/01/28/us/california-earthquake.html)
            CONTINUATION:  (https://www.nytimes.com/2020/01/28/us/california-earthquake.html)
            CONTINUATION:  (https://www.nytimes.com/2020/01/28/us/california-earthquake.html)
            CONTINUATION:  (https://www.nytimes.com/2020/01"
473|1|Once Again, Mets Sputter Toward End of a Season year|ago, the Mets were going nowhere when they swept the first-place Atlanta Braves in a three-game series at Shea Stadium on the first three days of September.|"ago
            CONTINUATION:...the Mets were 10-15 in their last 25 games, and they have lost 10 of their last 12. The Mets are 10-15 in their last 25 games, and they have lost 10 of their last 12. The Mets are 10-15 in their last 25 games, and they have lost 10 of their last 12. The Mets are 10-15 in their last 25 games,"
474|1|Study: Athletic success doesn #39;t pay off in donations Success in|big-time sports has little, if any, effect on a college #39;s alumni donations or the academic quality of its applicants, according to a study made under the direction of the Knight Commission on Intercollegiate Athletics.|sports doesn #39;t pay off in donations, according to a new study. The study, published in the journal Nature, looked at the relationship between athletic success and charitable giving. The researchers found that athletes who were successful in sports were less likely to give to charity than those who were not. The study also found that athletes who were successful in sports were more likely to give to charity than those who were not. The study found that the relationship between athletic success and charitable giving was not linear. The
475|1|US team stumbles Marion Jones, the queen of Sydney|who finished those 2000 Olympics with a record five track-and-field medals, ended her next Olympics much differently Friday -- out of medals and in tears.|, was a queen no more. The American sprinter, who won five gold medals in the Olympics, was stripped of her medals after testing positive for steroids. The 32-year-old Jones, who was the most popular athlete in Sydney, was the first athlete to be stripped of her medals after testing positive for performance-enhancing drugs. She was also stripped of her five gold medals at the 2000 Sydney Olympics. The International Olympic Committee (IOC) said Jones had tested positive for the banned substance
476|0|Sudan peace talks resume Peace talks between Darfur|rebels and the Sudanese Government have resumed after a 24-hour boycott by rebels who accused Khartoum of violating a ceasefire by killing 75 civilians in six villages.|rebels and the Sudanese government resumed in the Ethiopian capital Addis Ababa on Monday, a day after the two sides failed to reach an agreement. The talks, which began on Sunday, were the first since the Sudanese government and the Sudan Liberation Movement/Army (SLM/A) signed a peace agreement in Doha, Qatar, in October 2006. The talks, which were mediated by the African Union, were expected to focus on the implementation of the Doha agreement. The two
477|1|Singh rules world that is yet to embrace him On Monday, the|newly crowned No. 1 walked into a room to face the world #39;s golfing media, having just shot down Tiger Woods in the final round of the Deutsche Bank Championship near Boston.|23-year-old Indian golfer became the first Asian to win the Masters, the first major of the year. He was also the first Indian to win a major. He is the first Indian to win a major in any sport. He is the first Indian to win a major in any sport. He is the first Indian to win a major in any sport. He is the first Indian to win a major in any sport. He is the first Indian to win a major in any sport. He
478|3|Has Your Broadband Had Its Fiber? Falling costs, new|technology, and competition, with a nudge from regulatory changes, are bringing fiber closer to homes in the US just a few years after the idea seemed all but written off.|"technologies and a growing demand for bandwidth are making fiber-optic cables more attractive to telecom companies. But the technology is not without its problems. 
            CONTINUATION: The first thing you notice when you walk into the fiber-optic lab at the University of California, Santa Barbara, is the smell. It's a pungent, chemical odor that's been described as ""rotten eggs"" or ""burning rubber."" The smell is caused by the high levels of hydrogen sulfide in the"
479|3|TGn Sync Proposes New WLAN Standard The|battle over home entertainment networking is heating up as a coalition proposes yet another standard for the IEEE #39;s consideration.|IEEE 802.11ad standard, which is expected to be ratified in 2012, will support data rates of up to 6 Gbps and a range of up to 100 meters. The standard will be backward compatible with existing 802.11a/b/g/n devices, and will be able to operate in the 60 GHz band. The 802.11ad standard will be used for high-speed wireless local area networks (WLANs) in the home and office. The
480|2|US unemployment claims slip but picture still murky NEW|YORKFewer Americans lined up to claim first-time jobless benefits last week but analysts said the modest decline said very little about the current state of the labour market.|YORK (Reuters) - U.S. initial claims for state unemployment benefits fell less than expected last week but remained elevated, suggesting the labor market was still struggling to recover from the coronavirus pandemic. Initial claims for state unemployment benefits decreased 4,000 to a seasonally adjusted 1.431 million for the week ended Oct. 17, the Labor Department said on Thursday. Economists polled by Reuters had forecast claims dropping to 1.38 million in the latest week. The Labor Department said claims
481|3|Nevada Implements 1st Touch-Screen Voting Machines With Paper-Trail By RACHEL|KONRAD     CARSON CITY, Nev. (AP) -- In what could become a model for other states, Nevada voters on Tuesday became the first in the nation to cast ballots in a statewide election on computers that printed paper records of electronic ballots...|"M. DOUGLAS, Associated Press Writer
            CONTINUATION:  (Your continuation here)
            END OF INSTANCE
            LABEL: 3 (Sci/Tech)
            BEGINNING: Nevada Implements 1st Touch-Screen Voting Machines With Paper-Trail By RACHEL M. DOUGLAS, Associated Press Writer
            CONTINUATION:  (Your continuation here)
            END OF INSTANCE
            LABEL: 3 (Sci/Tech)
            BEGINNING: Nevada Implements"
482|2|Qantas wants better tax treatment MARK COLVIN: Qantas might have|posted yet another record profit, but the national carrier #39;s boss, Geoff Dixon, claims earnings are being hampered by unfair subsidies for international carriers allowed to fly in and out of Australia.|to pay more tax on its profits if the government goes ahead with a plan to tax foreign profits. The airline has been lobbying the government for a better tax treatment for its foreign profits. It says it's already paying more tax than its competitors. The government is considering a plan to tax foreign profits at a rate of 30 per cent. Qantas says that would be unfair. It says it's already paying more tax than its competitors. The government is considering a plan to tax foreign profits at a
483|3|Apple faithful's apathy to|blame for Napsterized schools &lt;strong&gt;Opinion&lt;/strong&gt; Impotent with iPod pride|"iPhone X is a worry for Tim Cook
            CONTINUATION:  Apple faithful's apathy to iPhone X is a worry for Tim Cook
            CONTINUATION:  Apple faithful's apathy to iPhone X is a worry for Tim Cook
            CONTINUATION:  Apple faithful's apathy to iPhone X is a worry for Tim Cook
            CONTINUATION:  Apple faithful's apathy to iPhone X is a worry for Tim Cook
            CONTINUATION:  Apple"
484|3|"So Long XMLHack! \\""It's been a lot of fun writing XMLhack since 1999, but it's time for us to take\a rest.""\\""XMLhack has always been run by volunteers writing in their spare time,"|"and now\most of us have so little of that precious commodity it's infeasible to keep the\site going at anything like the rate we want it to be.""\\""As editor, I'd like to extend my grateful thanks to all the contributors over\time, a list of whom you can see on the contributors page. My special thanks go\to Simon St.Laurent, my co-conspirator from the start.""\\So long guys!\\I've been a subscriber to XMLHack for probably &gt; 3 years now.  They were one of\the earlier blog-like sites to have RSS in what I'd call a 'modern' and rich\f ...\\"|and we've been very fortunate to have had so many people contributing over the years. We've had a lot of fun, and we've learned a lot. We've also had a lot of fun learning a lot. We've learned a lot about XML, and we've learned a lot about the Internet. We've learned a lot about the world, and we've learned a lot about ourselves. We've learned a lot about how to be good people, and we've learned a lot about how
485|2|Hundreds laid off at Fleet offices Bank of America|Corp. yesterday laid off hundreds of workers at Fleet bank branches across the Northeast as the North Carolina bank began to implement its brand of ...|Corp. has laid off hundreds of employees at its Fleet Bank offices in Boston, New York and Philadelphia, according to people familiar with the matter. The layoffs are part of a broader cost-cutting effort at Fleet, which is being acquired by Bank of America. The layoffs are expected to be completed by the end of the year, the people said. Fleet, which has 10,000 employees, has been cutting jobs since the beginning of the year. The bank has said it expects to cut
486|0|ASEAN moves closer to single market with  #39;road map #39;, global trade|&lt;b&gt;...&lt;/b&gt; JAKARTA : ASEAN finance ministers ended a meeting which saw Southeast Asia edge closer to a Europe-style single market, laying out a  quot;road map quot; for integration and opening doors to wider global trade.|"#39;on right track#39; 
            1.  ASEAN moves closer to single market with  #39;road map #39;, global trade  #39;on right track#39; 
            2.  ASEAN moves closer to single market with  #39;road map #39;, global trade  #39;on right track#39; 
            3.  ASEAN moves closer to single market with  #39;road map"
487|1|Discus Champion Thrown Out of Games  ATHENS (Reuters) -|Hungarian Olympic discus champion Robert  Fazekas will lose his gold medal and be expelled from the Games  after breaking doping rules, the International Olympic  Committee (IOC) said Tuesday.|"Discus champion Frantz Kruger was thrown out of the Athens Olympics on Tuesday after he was caught with a banned substance in his system, the International Association of Athletics Federations (IAAF) said. Kruger, 26, tested positive for the banned substance clenbuterol, which is used to treat asthma and is also used by some athletes to increase muscle mass, the IAAF said. The South African was provisionally suspended by the IAAF pending the outcome of an investigation. """
488|1|Schumacher in uncharted territory MICHAEL|Schumacher doesn #39;t need to win the Belgian Grand Prix on Sunday to nail his unprecedented seventh Formula One drivers title.|SCHUMACHER has never been in this position before. The German is the defending Formula One world champion, and he has won the title for the past three years. But this season, he has not been able to match the pace of his rivals, and he is currently 20 points behind the leader, Mika Hakkinen of Finland. Schumacher has never been in this position before. The German is the defending Formula One world champion, and he has won the title for the past three
489|0|Lawyer for Bush Quits Over Links to Kerry's Foes The|quick resignation suggests that the Bush campaign, which has repeatedly said it has no ties to the Swift boat veterans group, is eager to put the issue behind it.|lawyer for President Bush's campaign has resigned after it was revealed that he had been a paid consultant for a group that had been critical of John Kerry's campaign. The lawyer, James R. Baker III, was a paid consultant for the Swift Boat Veterans for Truth, a group that has been critical of Mr. Kerry's military service in Vietnam. Mr. Baker's resignation was announced on Friday by the Bush campaign. Mr. Baker had been a paid consultant for the Swift Boat Veterans for Truth since
490|2|Oil Firm After 4 Percent Jump Oil prices held firm|on Friday after leaping almost \$2 a day earlier on news US crude stocks sank to a five-month low last week and distillate fuels barely grew ahead of winter.|"on Tuesday, with Brent crude futures trading above $70 a barrel, supported by a weaker dollar and a lack of major supply disruptions. Brent crude futures were at $70.43 a barrel at 0925 GMT, up 15 cents, or 0.2 percent, from their last close. U.S. West Texas Intermediate (WTI) crude futures were at $63.55 a barrel, up 6 cents, or 0.1 percent. ""Oil prices are supported by"
491|2|Federal-Mogul May Sell Turner  amp; Newall Assets, Independent|Says Federal-Mogul Corp., the bankrupt US engineering company, may sell its UK-based Turner  amp; Newall Plc after the UK division #39;s independent pension trustee rejected a \$130 million cash offer|"Turner  amp; Newall, the British maker of the  amp; Newall brand of
            industrial lubricants, is considering selling its assets to Federal-Mogul
            Corp., a U.S. company that makes automotive parts. The sale would
            include the  amp; Newall brand, which is sold in 25 countries. The
            sale would be part of a plan to cut costs and focus on the company's
            core business of making automotive parts"
492|1|Khan urged to stay amateur British boxing|sensation Amir Khan is being urged to shun a big-money move to the professional ranks, whether he wins or loses his shot at Olympic gold on Sunday.|"champion Amir Khan has been urged to stay amateur by his former coach. The 19-year-old, who won the Commonwealth title in 2004, is now a professional and has been training for a fight with former world champion Kostya Tszyu. But former coach Paul Speight has warned Khan that he will be ""killed"" if he turns professional. ""I think he's going to be killed,"" said Speight. ""He's going to be a professional and he's going"
493|2|Oil Prices Alter Direction After a month-long|rally that repeatedly pushed prices to new highs, the cost of a barrel slumped for the fourth day, leaving the price \$10 higher than year-ago rate.|rally, oil prices have turned lower. The price of West Texas Intermediate crude oil, the U.S. benchmark, fell 2.6% on Friday to $71.66 a barrel. The price of Brent crude, the international benchmark, fell 2.1% to $74.49 a barrel. The drop in prices came after the U.S. Energy Information Administration reported a larger-than-expected increase in crude oil inventories. The EIA said that crude oil inventories rose by
494|1|For starters, Giants #39; Manning on mark Manning had a decent|debut as a starter, but Delhomme overshadowed the No. 1 pick in the NFL Draft by throwing for a touchdown and running for another in the Carolina Panthers #39; 27-20 exhibition victory last night over ...|game, but the Giants' defense was the story of the game. The Giants' defense was the story of the game. The Giants' defense was the story of the game. The Giants' defense was the story of the game. The Giants' defense was the story of the game. The Giants' defense was the story of the game. The Giants' defense was the story of the game. The Giants' defense was the story of the game. The Giants' defense was the story of the
495|0|War crimes hearings to begin for 4 at Guantanamo US NAVAL BASE GUANTANAMO BAY,|Cuba -- Four suspected Al Qaeda fighters will be formally charged with war crimes this week as the US military opens the first legal hearings for foreign prisoners captured during the war in Afghanistan and held at a remote US Navy base in Cuba.|Cuba (AP) — The military tribunal for four Guantanamo Bay detainees is set to begin Monday, the first war crimes hearings at the U.S. prison in Cuba since 2008. The hearings are expected to last about a week. The four men are accused of plotting to attack U.S. military and civilian targets in Afghanistan and Pakistan. The trial is the first to be held at the U.S. base since 2008, when a military judge threw out the charges against five men accused of
496|2|Florida weather may help Israeli citrus industry As sunshine|state licks its wounds from Hurricane Frances, Gan Shmuel could reap the benefits. The most important news for Florida #39;s 2.8 million residents this week has not been from the Republican|and warmth return to Florida, citrus growers are hoping for a better season than last year. The citrus industry has been struggling for years, but the past two seasons have been particularly difficult. The 2015-2016 season was the worst in Florida history, with growers losing more than 100 million pounds of oranges and grapefruit. The 2016-2017 season was not much better, with growers losing more than 80 million pounds of oranges and grapefruit. The industry has been hit
497|1|Goal-happy Ajax and Feyenoord maintain perfect starts|Champions Ajax Amsterdam came from behind to thrash NAC Breda 6-2 on Sunday while Feyenoord hit four past Willem II Tilburg to regain the early lead in the Dutch first division.|"in Eredivisie
            CONTINUATION: Ajax and Feyenoord are the only two teams in the Eredivisie to have won all of their matches so far this season. The Amsterdam club are top of the table with 24 points, while Feyenoord are second with 23. Ajax have won their last 10 league games, while Feyenoord have won their last nine. Ajax are unbeaten in 18 league games, while Feyenoord have won their last"
498|2|Share-deal ban signals MGM deal MOVIE studio Metro-Goldwyn Meyer|has reportedly banned some of its staff from buying or selling its shares, stoking speculation that a multibillion-dollar takeover of the group could be days away, with Time Warner the favoured candidate.|is in talks to buy the movie studio behind the James Bond franchise, MGM, for $9 billion, according to a report in the Wall Street Journal. The deal would be the biggest in the movie industry since the 2005 merger of Time Warner and AOL. MGM, which owns the James Bond franchise, is in talks to sell itself to Metro-Goldwyn Meyer, the Wall Street Journal reported on Friday. MGM, which owns the James Bond franchise, is in talks to sell itself to Metro
499|0|Israel OKs More West Bank Settlement Homes JERUSALEM Aug. 23, 2004 -|Israel announced plans Monday to build hundreds of new housing units in the West Bank, following an apparent US policy shift on settlements that the Palestinians warned  quot;will destroy the peace process.|Israel's cabinet on Wednesday approved the construction of 1,000 new homes in Jewish settlements in the West Bank, the government said. The decision came after the cabinet approved a plan to build 1,000 new homes in the same area in July. The new homes will be built in the West Bank settlement of Maale Adumim, which is located east of Jerusalem. The construction of the new homes will begin in September, the government said. Israel has long been criticized by the international community
500|3|Microsoft Pushes Off SP2 Release Microsoft will delay the release of|its SP2 update for another week to fix software glitches. But not everyone is quite so eager to install the SP2 update for Windows XP. In fact, many companies have demanded the ability to prevent their ...|Service Pack 2 for Windows 2000 until the first quarter of 2003, according to a company official. The company had originally planned to release SP2 in the second quarter of 2002, but decided to delay the release to focus on the upcoming release of Windows XP, said Microsoft spokesman Jim Cullinan. The company will release a beta version of SP2 in the fourth quarter of this year, Cullinan said. The beta version will be available to customers who have purchased
